fov,y,x,probability,object_intensity
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,996.9287,625.1229,0.648,5108.091
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,996.5127,470.9392,0.6861,9400.693
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,996.9157,565.3195,0.4899,3062.16
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,996.1147,413.5631,0.5443,4580.2534
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,995.0921,578.8958,0.4946,2685.6694
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,995.0,333.0,0.4432,3404.6753
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,993.9471,559.7965,0.5047,4119.843
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,994.593,483.433,0.4914,5049.2583
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,994.0,298.0,0.4711,2344.55
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,992.6835,348.6236,0.4842,4068.045
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,992.0,592.0,0.4568,3010.5186
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,991.2695,603.9564,0.7943,6551.9497
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,990.2714,529.7326,0.5154,3131.9402
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,990.7813,316.8749,0.4737,3634.317
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,990.4092,460.5678,0.4945,7339.6743
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,989.0,540.0,0.4571,3201.4788
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,987.0,580.0,0.4152,3108.761
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,987.1052,471.1714,0.498,6226.698
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,985.8919,350.3792,0.7725,6756.488
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,985.0,550.0,0.4298,3834.8684
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,984.0849,619.4676,0.5033,5115.7676
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,983.8116,322.4059,0.5003,4098.79
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,983.0,592.0,0.407,3227.0522
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,983.0013,541.8201,0.5846,4793.1797
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,982.6827,291.6819,0.4856,2647.0334
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,981.9837,482.8491,0.5928,7001.459
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,981.5939,560.0634,0.5188,4659.8394
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,979.8088,550.3119,0.4895,4488.689
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,979.1845,468.8666,0.4673,8084.3335
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,979.9688,281.8551,0.5057,2971.0652
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,979.3905,605.4035,0.6607,6308.844
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,977.6535,525.0612,0.5013,3801.756
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,977.0,330.0,0.4584,3596.6404
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,976.9049,318.8854,0.4837,5016.859
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,976.0031,647.2364,0.7571,5502.8057
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,976.0281,620.1372,0.4943,5236.7397
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,975.0,313.0,0.4368,4318.0596
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,974.7942,471.7621,0.4706,7692.0386
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,973.1444,565.926,0.5791,5144.2954
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,972.4549,460.3033,0.5085,9421.972
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,973.2774,323.1986,0.4929,4741.1445
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,972.0,584.0,0.4758,4466.579
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,970.913,619.9727,0.4942,5404.429
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,971.7689,612.4008,0.5019,5245.12
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,971.1345,277.9616,0.7769,5499.9316
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,968.9217,601.9393,0.7873,6793.3823
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,969.0,594.0,0.4294,4297.9517
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,968.9978,526.2283,0.5065,5162.055
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,967.9308,533.9985,0.7999,7293.2583
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,967.9045,631.9201,0.4823,6036.006
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,967.0,580.0,0.4631,4762.3237
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,964.5319,570.9485,0.5109,5996.1914
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,965.2245,461.0148,0.6012,10603.219
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,965.397,448.4031,0.5967,8025.5474
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,963.703,279.7052,0.4526,4454.4185
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,963.0082,555.0318,0.754,6528.142
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,962.9267,331.0816,0.8144,6406.369
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,962.0329,512.5351,0.6903,12129.27
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,962.3127,312.1752,0.6308,7579.278
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,960.8426,401.1449,0.5021,5341.9478
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,962.0072,281.218,0.4803,4722.1484
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,959.502,671.427,0.4865,3376.1985
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,961.059,486.2313,0.498,6198.4785
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,958.8997,565.636,0.7672,9920.098
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,959.0,292.0,0.4522,3874.7952
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,957.9497,646.3491,0.5172,4335.96
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,957.5477,508.6417,0.5978,10720.62
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,958.3699,323.4044,0.5141,5780.5693
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,957.9113,303.814,0.5195,5899.2466
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,956.6164,526.244,0.5045,6737.8286
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,957.5669,440.9049,0.7016,11752.72
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,957.7543,411.6558,0.4991,5131.1084
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,956.7158,273.0329,0.7434,5962.9175
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,956.0509,585.4798,0.4934,5162.015
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,955.0,557.0,0.4417,5080.214
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,954.5461,484.3645,0.4926,5311.396
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,953.8945,545.0103,0.8161,7499.7905
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,953.2872,300.2456,0.5244,5755.705
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,952.1974,616.8231,0.5064,5938.1157
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,952.8179,431.8885,0.5079,7169.594
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,953.6228,310.706,0.5003,4440.073
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,952.8227,604.4168,0.4947,5090.2056
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,951.8523,418.0601,0.7494,7502.579
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,951.2314,640.2362,0.4887,4485.4805
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,951.4765,517.815,0.5011,8887.742
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,950.9299,427.8038,0.4903,6471.9355
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,949.6006,408.5327,0.4785,6786.524
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,950.0,398.0,0.4324,5109.925
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,949.2107,537.0635,0.8494,9629.957
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,949.0,528.0,0.4588,7214.1577
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,949.0,507.0,0.4524,10704.756
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,949.027,442.9172,0.7716,7955.3706
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,948.0,553.0,0.4342,5453.225
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,946.9746,571.1393,0.4806,6566.7837
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,946.4812,562.0996,0.4807,5747.5376
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,946.5213,433.8229,0.4999,5891.2627
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,946.3074,275.8093,0.4944,4216.0635
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,945.3099,668.1216,0.4984,3377.8235
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,944.4155,525.9688,0.4997,8297.445
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,945.1208,508.8757,0.6179,13093.874
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,944.1188,488.776,0.5013,5635.1094
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,943.02,618.0717,0.5003,6473.278
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,943.4683,287.4768,0.4915,4209.1084
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,941.1718,517.2364,0.4831,8576.558
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,941.9642,500.9579,0.5639,9714.579
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,942.0,417.0,0.4205,4435.933
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,940.9208,300.9623,0.5497,5390.0396
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,940.7702,430.9293,0.4721,5615.9785
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,939.3468,546.9895,0.7514,8416.903
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,939.4495,475.836,0.4935,4973.641
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,939.0635,375.8679,0.6682,4429.8145
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,939.0,282.0,0.4529,3603.889
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,938.0042,515.028,0.4961,8526.671
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,936.9714,647.5191,0.7071,5445.1226
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,938.0312,539.163,0.4879,5470.4946
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,937.195,529.7598,0.698,9224.722
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,937.3044,424.78,0.4548,6296.6313
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,937.1159,660.1645,0.495,3441.2805
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,936.3688,494.8335,0.5069,6940.677
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,935.9519,392.2096,0.6725,7062.8306
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,935.0,627.0,0.4489,4527.6426
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,934.8608,274.6801,0.4892,3200.5945
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,933.558,695.3472,0.4917,1909.9282
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,932.8221,557.9667,0.6622,6431.5806
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,933.3328,520.301,0.4884,6033.6455
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,934.1506,422.3563,0.47,6168.8804
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,933.0,264.0,0.4329,2943.4492
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,933.5955,253.7314,0.4946,2198.0654
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,931.8149,314.919,0.5105,3108.9202
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,932.4418,296.001,0.5113,3927.8289
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,931.7994,542.2211,0.504,5386.1914
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,930.482,415.3244,0.4897,7301.93
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,930.2502,566.0486,0.492,5475.4443
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,930.0,532.0,0.453,5685.1953
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,930.6263,335.9197,0.5031,4444.079
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,929.3192,512.7109,0.5123,8367.887
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,929.0355,329.1895,0.7936,9919.149
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,928.7107,658.0312,0.4965,3155.5781
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,928.3603,428.5234,0.4996,3427.5164
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,926.1352,266.0427,0.512,4265.572
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,927.0174,493.4044,0.48,6311.3755
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,926.9503,394.5387,0.4937,6139.2783
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,925.2785,278.8023,0.4758,4798.06
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,925.4791,507.3705,0.5817,9522.338
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,923.6651,387.8171,0.6957,8073.7065
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,924.3867,300.5782,0.7185,8338.852
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,922.6303,616.0265,0.5119,7081.2134
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,923.1428,545.9445,0.5055,6395.593
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,922.6329,541.0396,0.4729,6738.512
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,921.1717,641.5239,0.5484,5476.984
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,920.9728,483.9783,0.8396,11012.22
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,920.944,339.7066,0.6583,3447.1492
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,921.5023,314.9689,0.6842,3622.723
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,919.822,728.0316,0.7044,4372.1606
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,920.0,531.0,0.4679,7073.324
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,919.943,518.0023,0.7479,10052.147
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,920.4564,469.3945,0.4768,4549.961
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,920.2217,394.9798,0.5669,6272.8394
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,919.9477,330.703,0.51,2622.9224
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,919.0591,601.0052,0.847,7327.769
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,917.3631,620.2191,0.5147,8061.737
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,918.7831,429.0041,0.4774,2323.1577
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,916.8737,594.1255,0.5133,5829.535
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,916.9531,493.8241,0.4973,7410.7183
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,917.0,409.0,0.4205,3502.7273
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,916.0184,585.0049,0.6468,7032.565
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,916.0,303.0,0.4505,2353.3862
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,915.9411,373.9286,0.4781,5515.2134
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,912.8308,353.3385,0.6413,4628.925
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,912.386,646.4137,0.6867,6362.553
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,912.0,579.0,0.4295,4995.9204
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,912.1789,533.2877,0.7616,8450.741
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,912.6683,498.4951,0.4915,8001.612
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,912.5871,472.6255,0.4886,6293.5635
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,912.0207,424.0482,0.5156,3048.7485
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,912.6404,277.1329,0.5012,3015.2
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,911.0,743.0,0.4845,3270.7937
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,911.2922,592.0185,0.5047,5909.8643
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,911.0748,435.554,0.6471,3546.4185
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,910.9771,308.471,0.797,6295.0825
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,912.0995,294.1096,0.5034,3183.16
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,911.075,287.0787,0.7383,4292.6987
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,910.18,609.9987,0.5758,6015.1167
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,909.9446,396.5666,0.6871,6620.979
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,909.3109,388.2904,0.502,4445.4062
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,908.0245,373.0071,0.6627,5603.993
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,907.6656,634.1213,0.4766,5012.0254
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,907.9638,493.8545,0.4885,7366.2266
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,906.4122,520.8017,0.7747,9648.22
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,906.4599,415.9446,0.5798,4345.21
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,906.09,327.9332,0.8234,4545.9023
